Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 21:37:41.074,114392.6,0.002,BTCUSDT
2025-09-30 21:37:41.074,114392.7,0.002,BTCUSDT
2025-09-30 21:37:41.074,114393.0,0.001,BTCUSDT
2025-09-30 21:37:41.074,114393.2,0.002,BTCUSDT
2025-09-30 21:37:41.074,114393.3,0.001,BTCUSDT
2025-09-30 21:37:41.074,114393.5,0.001,BTCUSDT
2025-09-30 21:37:41.074,114393.6,0.002,BTCUSDT
2025-09-30 21:37:41.074,114393.8,0.002,BTCUSDT
2025-09-30 21:37:41.074,114394.0,0.001,BTCUSDT
2025-09-30 21:37:41.074,114394.0,0.008,BTCUSDT
2025-09-30 21:37:41.074,114394.3,0.001,BTCUSDT
2025-09-30 21:37:41.074,114394.4,0.002,BTCUSDT
2025-09-30 21:37:41.074,114394.8,0.001,BTCUSDT
2025-09-30 21:37:41.074,114395.0,0.004,BTCUSDT
2025-09-30 21:37:41.074,114395.0,0.002,BTCUSDT
2025-09-30 21:37:41.074,114395.0,0.001,BTCUSDT
2025-09-30 21:37:41.074,114395.1,0.007,BTCUSDT
2025-09-30 21:37:41.074,114395.6,0.023,BTCUSDT
2025-09-30 21:37:41.074,114395.6,0.002,BTCUSDT
2025-09-30 21:37:41.074,114395.7,0.041,BTCUSDT
2025-09-30 21:37:41.074,114396.2,0.002,BTCUSDT
2025-09-30 21:37:41.074,114396.3,0.001,BTCUSDT
2025-09-30 21:37:41.074,114396.4,0.02,BTCUSDT
2025-09-30 21:37:41.074,114396.4,0.001,BTCUSDT
2025-09-30 21:37:41.074,114396.8,0.002,BTCUSDT
